sentence,label
word_11 word_94 word_96 word_233 word_266 word_147 word_140 word_42,0
word_272 word_248 word_169 word_215 word_16 word_294 word_32 word_212 word_88 word_253 word_190,1
word_184 word_210 word_44 word_154 word_89 word_29 word_44 word_218 word_121 word_223,1
word_207 word_271 word_200 word_40 word_281 word_90 word_256 word_163 word_58 word_273,0
word_47 word_235 word_90 word_241 word_129 word_7 word_159 word_221 word_6 word_139 word_118,1
word_163 word_5 word_25 word_59 word_179 word_253 word_254 word_66 word_210 word_192 word_228 word_104 word_118 word_214,0
word_213 word_120 word_8 word_124 word_73,1
word_166 word_168 word_123 word_261 word_291 word_152 word_159 word_226 word_277 word_176 word_30,0
word_293 word_297 word_295 word_284 word_166 word_79 word_215,0
word_130 word_281 word_298 word_92 word_163 word_261 word_248 word_98 word_290 word_252 word_106,1
word_116 word_76 word_61 word_63 word_166 word_169 word_97 word_234 word_173 word_269 word_113 word_88,1
word_180 word_29 word_105 word_6 word_54 word_20 word_275 word_173 word_48 word_186 word_113 word_39 word_141 word_94 word_279,1
word_121 word_65 word_132 word_68 word_208 word_283,0
word_271 word_1 word_161 word_224 word_100 word_47 word_60 word_256 word_195,1
word_171 word_170 word_205 word_84 word_10 word_225 word_18 word_185 word_133 word_113 word_5,1
word_52 word_167 word_92 word_291 word_57 word_214 word_278 word_244 word_7 word_233 word_3,1
word_241 word_175 word_159 word_64 word_177 word_126 word_16 word_35 word_272 word_161 word_233 word_179,0
word_10 word_29 word_35 word_132 word_90 word_116 word_92 word_276 word_173 word_166,1
word_23 word_168 word_184 word_42 word_232 word_123 word_223 word_67 word_260 word_82 word_189 word_193,1
word_281 word_14 word_11 word_270 word_17 word_225,0
word_141 word_256 word_117 word_116 word_14 word_229 word_297 word_273,1
word_6 word_132 word_290 word_232 word_9 word_154 word_54,1
word_63 word_123 word_168 word_52 word_84 word_290 word_169 word_168 word_152 word_68 word_223 word_174 word_86,1
word_119 word_294 word_13 word_58 word_68 word_275 word_139 word_168 word_34 word_80 word_200 word_241 word_135 word_160 word_224,1
word_9 word_215 word_79 word_196 word_46 word_59 word_278 word_111 word_299 word_196,1
word_189 word_23 word_274 word_164 word_1 word_25 word_145 word_222 word_145 word_248 word_244 word_75 word_210 word_155,0
word_246 word_98 word_29 word_197 word_80 word_118,0
word_131 word_162 word_241 word_283 word_202 word_192 word_255 word_91 word_19 word_118 word_183 word_99 word_249 word_188,0
word_157 word_53 word_288 word_196 word_125 word_251 word_191 word_137 word_114,1
word_88 word_84 word_221 word_43 word_134 word_250 word_75,1
word_222 word_249 word_106 word_284 word_42 word_187 word_244 word_178 word_97 word_13 word_126 word_295 word_220 word_116,0
word_253 word_253 word_121 word_16 word_96 word_179 word_283 word_11 word_255 word_165 word_168 word_129 word_63 word_152,1
word_80 word_292 word_238 word_277 word_8 word_209 word_155 word_53 word_20 word_190 word_196 word_180,0
word_145 word_102 word_195 word_100 word_131 word_96,1
word_13 word_63 word_33 word_279 word_81 word_230 word_222 word_257 word_175 word_39 word_27 word_166 word_98 word_39,0
word_30 word_141 word_96 word_281 word_139 word_75 word_29 word_77 word_72 word_91 word_209 word_153,1
word_262 word_290 word_150 word_166 word_161 word_120 word_289 word_223 word_234,1
word_56 word_117 word_284 word_59 word_32 word_207 word_68 word_13 word_37 word_86 word_1 word_291,0
word_67 word_259 word_154 word_153 word_47 word_37 word_61 word_276 word_183 word_50 word_76,1
word_123 word_223 word_252 word_63 word_69 word_96,1
word_25 word_38 word_272 word_180 word_204 word_174 word_188 word_24 word_258 word_197 word_280 word_125 word_230 word_289,1
word_150 word_289 word_135 word_133 word_113 word_72 word_89,1
word_62 word_226 word_103 word_15 word_77,1
word_40 word_46 word_285 word_139 word_48,1
word_241 word_223 word_148 word_173 word_235 word_32,0
word_178 word_27 word_277 word_234 word_152 word_38 word_128 word_110,0
word_4 word_132 word_28 word_103 word_207 word_149 word_139 word_205,1
word_171 word_153 word_90 word_280 word_199 word_218 word_120 word_72 word_28 word_27 word_119 word_251 word_24 word_58 word_148,1
word_203 word_105 word_285 word_189 word_246 word_51 word_236 word_203 word_250,0
word_207 word_152 word_170 word_18 word_259 word_290 word_237 word_226 word_181 word_81,1
word_276 word_209 word_146 word_3 word_153 word_275,0
word_64 word_234 word_157 word_27 word_85 word_149 word_262 word_196 word_127 word_231 word_193 word_123 word_16 word_157,1
word_280 word_137 word_255 word_164 word_212 word_185 word_285 word_136,1
word_166 word_41 word_294 word_151 word_77 word_227 word_161 word_247 word_223 word_275,0
word_81 word_290 word_2 word_143 word_263 word_57 word_217 word_299 word_125 word_67 word_58,0
word_245 word_78 word_163 word_94 word_282 word_63,1
word_168 word_199 word_236 word_214 word_73 word_188 word_150 word_14 word_221 word_247 word_61,0
word_30 word_290 word_227 word_78 word_175 word_77 word_172 word_52 word_272 word_197 word_208 word_293 word_227 word_159 word_6,0
word_102 word_101 word_178 word_111 word_59 word_44 word_260 word_225 word_111,0
word_195 word_19 word_229 word_238 word_90 word_246 word_52 word_3,0
word_110 word_72 word_108 word_275 word_30 word_213 word_164 word_217 word_75 word_93 word_180 word_200 word_37 word_295 word_71,1
word_5 word_274 word_194 word_111 word_81 word_194 word_9 word_118 word_83 word_61 word_70 word_75,0
word_22 word_242 word_255 word_64 word_84,1
word_83 word_112 word_1 word_32 word_196 word_65 word_200,0
word_7 word_299 word_233 word_64 word_75 word_144 word_53 word_3,1
word_138 word_102 word_110 word_186 word_258 word_58 word_232,0
word_189 word_290 word_77 word_272 word_61 word_156,0
word_69 word_129 word_210 word_22 word_100,1
word_110 word_244 word_13 word_25 word_101 word_253 word_200 word_116 word_174 word_59 word_247 word_297 word_285 word_37,0
word_142 word_147 word_88 word_159 word_195 word_97 word_110 word_177 word_120 word_226 word_13 word_45,1
word_188 word_265 word_58 word_202 word_240 word_222 word_210 word_63 word_14 word_76 word_158 word_240 word_174,0
word_157 word_221 word_106 word_57 word_174,1
word_138 word_248 word_203 word_177 word_231 word_290 word_49 word_260 word_281 word_95 word_110 word_196 word_277 word_24,0
word_97 word_119 word_40 word_260 word_165 word_201,1
word_102 word_270 word_178 word_17 word_170 word_198 word_292 word_153 word_133 word_251 word_164 word_6 word_207,0
word_5 word_261 word_267 word_58 word_159 word_269 word_284 word_159 word_231,1
word_225 word_236 word_16 word_100 word_209 word_166 word_168 word_45 word_212 word_265 word_140 word_135 word_80,0
word_298 word_194 word_204 word_31 word_231,1
word_287 word_210 word_232 word_237 word_199 word_218 word_265 word_17 word_240 word_162 word_71 word_230 word_64 word_20 word_216,0
word_63 word_7 word_222 word_223 word_84 word_186 word_127 word_185,1
word_67 word_102 word_117 word_104 word_29 word_295 word_226 word_251 word_133 word_57,1
word_7 word_114 word_263 word_289 word_17 word_184 word_157 word_47 word_165 word_158 word_56 word_3 word_64 word_125 word_255,0
word_256 word_184 word_14 word_225 word_224 word_231 word_204,1
word_12 word_202 word_274 word_274 word_52 word_46 word_147 word_205,0
word_17 word_19 word_257 word_77 word_57 word_125 word_211 word_276 word_176 word_296 word_291 word_16 word_230 word_11 word_230,0
word_167 word_267 word_47 word_38 word_29 word_59 word_285 word_113 word_229,0
word_169 word_101 word_118 word_90 word_65 word_263 word_5 word_109 word_96 word_230,0
word_162 word_76 word_188 word_171 word_196 word_13 word_244 word_200 word_139,0
word_53 word_41 word_161 word_157 word_41 word_149 word_106 word_49 word_81 word_34 word_183 word_229 word_121 word_167,1
word_218 word_293 word_233 word_135 word_181 word_177 word_133 word_114 word_169 word_137 word_86 word_70 word_144 word_127 word_62,1
word_23 word_159 word_103 word_52 word_244 word_85 word_213,1
word_261 word_253 word_239 word_266 word_78 word_28 word_215 word_38 word_76,1
word_189 word_132 word_114 word_166 word_135 word_258 word_61 word_36 word_218,1
word_4 word_103 word_58 word_89 word_94 word_65 word_181,0
word_174 word_167 word_118 word_215 word_178 word_24 word_73 word_31 word_55 word_169,0
word_179 word_104 word_21 word_149 word_20 word_196 word_291 word_216 word_161 word_131 word_142,0
word_27 word_198 word_40 word_52 word_50 word_46,1
word_131 word_199 word_282 word_191 word_172 word_168 word_173 word_69 word_114 word_290 word_116 word_149 word_212,1
word_163 word_20 word_238 word_158 word_57 word_163 word_289 word_125 word_20 word_230 word_205,0
word_171 word_124 word_244 word_2 word_195 word_176 word_176 word_284 word_57 word_249,1
word_95 word_56 word_103 word_26 word_72 word_58 word_291 word_56 word_139 word_162,0
word_147 word_140 word_175 word_5 word_196 word_126 word_278,0
word_189 word_241 word_240 word_285 word_203 word_203 word_212 word_146 word_193 word_132 word_92 word_112 word_170,1
word_207 word_13 word_78 word_170 word_212,1
word_262 word_84 word_242 word_60 word_197 word_24 word_158 word_103 word_32 word_92 word_72 word_202 word_181 word_285 word_192,0
word_299 word_45 word_226 word_228 word_14 word_22 word_277 word_7 word_2 word_266,0
word_184 word_142 word_128 word_233 word_100,0
word_216 word_8 word_263 word_299 word_213 word_61 word_186 word_99 word_110 word_36 word_61 word_299 word_144 word_254 word_164,1
word_50 word_111 word_108 word_162 word_211 word_37 word_139 word_269 word_130 word_251,0
word_8 word_176 word_77 word_292 word_137 word_230,1
word_96 word_148 word_122 word_78 word_137 word_109 word_88,0
word_128 word_273 word_202 word_249 word_55 word_4 word_139,0
word_213 word_1 word_123 word_272 word_185 word_0 word_136 word_12 word_77 word_184 word_88 word_102,1
word_55 word_66 word_3 word_181 word_261 word_95 word_154 word_111 word_216 word_153 word_276 word_128 word_262,0
word_48 word_86 word_108 word_162 word_184 word_198 word_252 word_50 word_143 word_135 word_146,0
word_249 word_119 word_239 word_113 word_171 word_259 word_246 word_220 word_129 word_124 word_115 word_260 word_276 word_258 word_0,0
word_188 word_233 word_143 word_287 word_133 word_34 word_233 word_195 word_149 word_285,0
word_288 word_79 word_135 word_100 word_84,1
word_128 word_99 word_297 word_134 word_107 word_42 word_78 word_80 word_10 word_62,1
word_209 word_112 word_56 word_263 word_255 word_293 word_262 word_135 word_119 word_103 word_297 word_82 word_259,1
word_160 word_29 word_226 word_276 word_201 word_91 word_108 word_68 word_243,0
word_54 word_160 word_4 word_258 word_41 word_90 word_2 word_181 word_205 word_269 word_71 word_252 word_15,0
word_99 word_298 word_260 word_40 word_113 word_141 word_254 word_273 word_143,1
word_159 word_13 word_153 word_238 word_285 word_19 word_19 word_251 word_220 word_54 word_53,0
word_206 word_259 word_126 word_55 word_287 word_92 word_161 word_114 word_115 word_20 word_137,0
word_61 word_140 word_49 word_79 word_148 word_281 word_298 word_7 word_293 word_172,1
word_148 word_204 word_82 word_61 word_253 word_178 word_16 word_215 word_270 word_270 word_131 word_71 word_122,1
word_70 word_142 word_21 word_248 word_284 word_277 word_12 word_104 word_168,1
word_130 word_253 word_17 word_225 word_226 word_67 word_124 word_235 word_104 word_46 word_252 word_108 word_54,0
word_174 word_231 word_261 word_107 word_92 word_173 word_74 word_219,0
word_207 word_50 word_73 word_263 word_256 word_210 word_128 word_55 word_248 word_83 word_116 word_30 word_162 word_229,0
word_179 word_298 word_31 word_77 word_190 word_0 word_69 word_63 word_290 word_155 word_178 word_110 word_119 word_90,0
word_131 word_7 word_129 word_172 word_67 word_188 word_59 word_140 word_265 word_19 word_177 word_147 word_151,0
word_18 word_5 word_173 word_42 word_139 word_56 word_269 word_184 word_0,1
word_222 word_16 word_50 word_127 word_198 word_292 word_181 word_19 word_296 word_135 word_46,0
word_72 word_58 word_126 word_78 word_106 word_79 word_167 word_31,1
word_155 word_157 word_170 word_284 word_53 word_154 word_58 word_21 word_119 word_92 word_87,1
word_289 word_5 word_60 word_46 word_11 word_233 word_166 word_135 word_48 word_112,1
word_208 word_29 word_148 word_264 word_4 word_105 word_94 word_240 word_166 word_135 word_4 word_98 word_116 word_239 word_62,1
word_16 word_95 word_102 word_106 word_84 word_233 word_254 word_228 word_260 word_226 word_86 word_252 word_91 word_222 word_7,1
word_55 word_150 word_74 word_121 word_102,1
word_223 word_230 word_228 word_203 word_35 word_80 word_160 word_259 word_143 word_88 word_193 word_178 word_55 word_153 word_179,0
word_39 word_112 word_199 word_122 word_48 word_108 word_127 word_70 word_153 word_298 word_113,1
word_198 word_113 word_119 word_174 word_225 word_211 word_232 word_3 word_139 word_150 word_54 word_223,0
word_6 word_133 word_217 word_116 word_69 word_153,1
word_179 word_61 word_285 word_98 word_3 word_102 word_64 word_189 word_163 word_112 word_267 word_78 word_282,0
word_146 word_168 word_269 word_38 word_173,0
word_18 word_168 word_130 word_299 word_294 word_171 word_118 word_260 word_224 word_120 word_96 word_41,1
word_132 word_273 word_175 word_200 word_57 word_126 word_291 word_289 word_236 word_70 word_216 word_17 word_53 word_119 word_261,0
word_290 word_36 word_212 word_200 word_223 word_154 word_71 word_41 word_98 word_257,1
word_26 word_221 word_252 word_172 word_82 word_25 word_103 word_167 word_46 word_119,0
word_226 word_258 word_197 word_128 word_196 word_8 word_80 word_30 word_148 word_147 word_144 word_152 word_171,1
word_178 word_176 word_54 word_31 word_201 word_67 word_55 word_133 word_199 word_223 word_199 word_194,0
word_293 word_263 word_163 word_254 word_11 word_131 word_1 word_126 word_72,1
word_132 word_228 word_113 word_181 word_86 word_79 word_296 word_107 word_24,1
word_252 word_53 word_219 word_111 word_80 word_148 word_156 word_255 word_37 word_117 word_184,1
word_192 word_49 word_131 word_144 word_27 word_139 word_73 word_27,1
word_74 word_250 word_101 word_237 word_204,0
word_8 word_50 word_174 word_54 word_117 word_52 word_22 word_85 word_124 word_247 word_124 word_242,0
word_39 word_94 word_25 word_65 word_271 word_93 word_160 word_161 word_105 word_257 word_66 word_215 word_196,1
word_135 word_201 word_152 word_159 word_168 word_11 word_43 word_181 word_247 word_124 word_215 word_222 word_120 word_202,0
word_236 word_108 word_137 word_74 word_38 word_81 word_164 word_46 word_188 word_203 word_141 word_29,1
word_186 word_114 word_98 word_226 word_1 word_27,1
word_59 word_64 word_175 word_27 word_51 word_6 word_291,0
word_194 word_201 word_153 word_56 word_78 word_21 word_47 word_85 word_103 word_84 word_139 word_241,1
word_187 word_75 word_192 word_89 word_112 word_96 word_185 word_86 word_128 word_93 word_292 word_170 word_103 word_65,0
word_74 word_286 word_285 word_238 word_283 word_48 word_296 word_102 word_232 word_178 word_215 word_158 word_22 word_204 word_187,1
word_103 word_233 word_108 word_160 word_251 word_266 word_26,1
word_9 word_128 word_282 word_60 word_205 word_15 word_106 word_108 word_235 word_279 word_93,0
word_79 word_172 word_39 word_123 word_206 word_163,0
word_170 word_288 word_66 word_8 word_189 word_240 word_19 word_204 word_210 word_118 word_54 word_278 word_84 word_233 word_270,0
word_278 word_223 word_145 word_20 word_160 word_221 word_182 word_0,0
word_261 word_54 word_240 word_263 word_118,0
word_252 word_173 word_14 word_227 word_198 word_182 word_124 word_130 word_272 word_46 word_51 word_52,1
word_10 word_226 word_0 word_85 word_83 word_183 word_212 word_34 word_215 word_66 word_150 word_135 word_151 word_46,0
word_36 word_224 word_90 word_256 word_131 word_296 word_36 word_163 word_214 word_171,1
word_260 word_21 word_176 word_117 word_215 word_47 word_291,1
word_217 word_263 word_262 word_215 word_161,0
word_261 word_223 word_226 word_249 word_93 word_273 word_237 word_230 word_102 word_14 word_106,0
word_185 word_23 word_161 word_233 word_210 word_108,0
word_137 word_144 word_116 word_172 word_238 word_97 word_142 word_230 word_201 word_175 word_170 word_100,1
word_144 word_276 word_175 word_115 word_167 word_95 word_277 word_3 word_260,1
word_231 word_291 word_118 word_89 word_80 word_222,1
word_155 word_101 word_274 word_139 word_35,1
word_219 word_43 word_91 word_194 word_32 word_288 word_6 word_5 word_151,0
word_30 word_290 word_155 word_200 word_190 word_266 word_128 word_253 word_222 word_184 word_88 word_183 word_19 word_266,1
word_229 word_106 word_167 word_220 word_25 word_298,0
word_219 word_252 word_203 word_185 word_195 word_213 word_2,0
word_233 word_241 word_111 word_118 word_17 word_178 word_1 word_87 word_25 word_279 word_123 word_209 word_237,0
word_19 word_171 word_48 word_228 word_108 word_187 word_242 word_53 word_143 word_99 word_221 word_42 word_19,1
word_52 word_1 word_260 word_267 word_185 word_37 word_215 word_13 word_186 word_94 word_55 word_52 word_225 word_5 word_94,1
word_87 word_247 word_3 word_196 word_272 word_232 word_121 word_122 word_77 word_292 word_177 word_241 word_234,0
word_162 word_196 word_297 word_73 word_182 word_258 word_159 word_155 word_10 word_26,0
word_293 word_79 word_294 word_193 word_96 word_173 word_9 word_55 word_265 word_230 word_291 word_67 word_127,1
word_64 word_284 word_234 word_87 word_247 word_226 word_257 word_237 word_13 word_46 word_259 word_29 word_259 word_201,1
word_10 word_233 word_280 word_135 word_297 word_70 word_146 word_53 word_127 word_82 word_20 word_241 word_229,0
word_229 word_18 word_115 word_51 word_174,1
word_226 word_252 word_251 word_103 word_244 word_210 word_112 word_117 word_288 word_252 word_21 word_8 word_44 word_85,0
word_290 word_236 word_82 word_24 word_173 word_119 word_7 word_200 word_212 word_49 word_76 word_201,0
word_258 word_218 word_1 word_118 word_231 word_39 word_246 word_28,1
word_45 word_247 word_33 word_69 word_163 word_8 word_231 word_168 word_299 word_275 word_37 word_158,0
word_206 word_75 word_113 word_192 word_134 word_92 word_215 word_265 word_276,0
word_274 word_282 word_100 word_296 word_37 word_135 word_33 word_29 word_210 word_93 word_235 word_196 word_52,1
word_25 word_66 word_12 word_12 word_99,0
word_211 word_113 word_143 word_98 word_190 word_238 word_208 word_241 word_15 word_287 word_197 word_24,0
word_294 word_203 word_57 word_209 word_22 word_79 word_87 word_222 word_87 word_43 word_189,0
word_11 word_258 word_248 word_186 word_97 word_204 word_236 word_38 word_297,1
word_215 word_167 word_73 word_135 word_5 word_200 word_83 word_124 word_30 word_207 word_299 word_40 word_296 word_268,0
word_176 word_133 word_41 word_86 word_72 word_39 word_226 word_13 word_70 word_247,1
word_80 word_48 word_234 word_275 word_191 word_45 word_55 word_40 word_226 word_205 word_87,0
word_112 word_192 word_136 word_98 word_36 word_249 word_42 word_129 word_231 word_201 word_49 word_264 word_163,0
word_135 word_249 word_252 word_208 word_42 word_80 word_227 word_156 word_281 word_41 word_39 word_284 word_162 word_79,1
word_157 word_135 word_154 word_189 word_273 word_185 word_97 word_277 word_278 word_162 word_272 word_50 word_29 word_250 word_0,1
word_59 word_30 word_230 word_39 word_50 word_259 word_74 word_29,0
word_137 word_294 word_292 word_80 word_119,0
word_9 word_182 word_262 word_67 word_285 word_133 word_62 word_93 word_286 word_250 word_128 word_253 word_200 word_248 word_175,0
word_43 word_145 word_166 word_220 word_188 word_66 word_35 word_246 word_169 word_120 word_33 word_145 word_71,1
word_88 word_234 word_163 word_189 word_200 word_34 word_141 word_241 word_169 word_72 word_220 word_119 word_46 word_207 word_257,0
word_148 word_117 word_124 word_91 word_274 word_151 word_17 word_268 word_120,0
word_280 word_241 word_274 word_190 word_136 word_35 word_139 word_192 word_96 word_236 word_264 word_244 word_188 word_289,1
word_90 word_240 word_133 word_265 word_286 word_76 word_82 word_299 word_30 word_7,1
word_48 word_14 word_198 word_43 word_83 word_139 word_231 word_150 word_234,0
word_23 word_32 word_16 word_5 word_56 word_30 word_256 word_107 word_187 word_54 word_12 word_297,0
word_169 word_201 word_115 word_70 word_2 word_245 word_120 word_221 word_28,1
word_61 word_47 word_12 word_256 word_23 word_0 word_205,1
word_68 word_173 word_92 word_126 word_109 word_255 word_184 word_253 word_118 word_6 word_282 word_17,1
word_1 word_175 word_180 word_122 word_3 word_167 word_19 word_274,0
word_202 word_192 word_243 word_169 word_145 word_93 word_211 word_8 word_232 word_295 word_132 word_30 word_231 word_124,0
word_71 word_32 word_58 word_13 word_63 word_119 word_104 word_216,1
word_121 word_166 word_53 word_25 word_229,0
word_0 word_82 word_132 word_137 word_27 word_168,1
word_235 word_298 word_254 word_112 word_19 word_133,1
word_287 word_185 word_97 word_171 word_294 word_294 word_20 word_262,0
word_92 word_74 word_202 word_158 word_203,1
word_132 word_238 word_158 word_31 word_34 word_98 word_100 word_104 word_181 word_116,1
word_201 word_112 word_74 word_254 word_39 word_136 word_208 word_226 word_81 word_289 word_124 word_89,0
word_244 word_186 word_261 word_69 word_288 word_162 word_109 word_5 word_40 word_46 word_193,0
word_100 word_103 word_156 word_177 word_282 word_15 word_10 word_16 word_37 word_53 word_145 word_164,1
word_184 word_279 word_204 word_91 word_167 word_139 word_17 word_111 word_56 word_106 word_261 word_163 word_293,1
word_92 word_179 word_30 word_70 word_172 word_218 word_21 word_195 word_175 word_272 word_81,1
word_241 word_74 word_241 word_281 word_49 word_178 word_172 word_247 word_86 word_223,1
word_72 word_122 word_28 word_185 word_228 word_225 word_37 word_69 word_119 word_235 word_189 word_66 word_97,1
word_165 word_254 word_119 word_72 word_176 word_40 word_177 word_45,1
word_73 word_108 word_273 word_272 word_229 word_75 word_216 word_145 word_194 word_160 word_55 word_3 word_38 word_285,0
word_61 word_79 word_67 word_273 word_271 word_278 word_240 word_61 word_18 word_215 word_139,1
word_96 word_66 word_277 word_68 word_60 word_72 word_136 word_109 word_263 word_290 word_181,1
word_4 word_143 word_63 word_47 word_256,0
word_36 word_245 word_87 word_126 word_236 word_265 word_293 word_27,1
word_114 word_29 word_125 word_86 word_198 word_125 word_96 word_113 word_247 word_31,1
word_178 word_46 word_14 word_245 word_43 word_264 word_139 word_270 word_31 word_63 word_141 word_106 word_24 word_10 word_150,0
word_288 word_142 word_279 word_247 word_69 word_107 word_277 word_162 word_189 word_193 word_87,0
word_251 word_127 word_123 word_12 word_148 word_281 word_279 word_107 word_222 word_257,0
word_224 word_12 word_225 word_214 word_82 word_201 word_299 word_42,0
word_49 word_208 word_123 word_242 word_139 word_214 word_161 word_165 word_261 word_222 word_288 word_84,0
word_137 word_282 word_251 word_205 word_94 word_273 word_211 word_11 word_294 word_81 word_116 word_89 word_280 word_62,0
word_119 word_21 word_70 word_61 word_227 word_74 word_83 word_60 word_180 word_192 word_42 word_64 word_221 word_275 word_28,1
word_251 word_239 word_242 word_113 word_37 word_264,1
word_209 word_29 word_74 word_76 word_294 word_127 word_194 word_265 word_214 word_136 word_187 word_45 word_134 word_49 word_83,1
word_117 word_167 word_292 word_61 word_199 word_240 word_9 word_49 word_33 word_261 word_164 word_170,0
word_281 word_123 word_218 word_203 word_41 word_238 word_220 word_87 word_125,0
word_134 word_73 word_197 word_16 word_109,0
word_173 word_33 word_154 word_201 word_212 word_138 word_43,0
word_79 word_212 word_247 word_36 word_74 word_298 word_144 word_43 word_15 word_144 word_192,0
word_201 word_198 word_106 word_122 word_181 word_89 word_122 word_69 word_31 word_3 word_237,0
word_108 word_229 word_223 word_39 word_6 word_154 word_285 word_71 word_187 word_260 word_117 word_39,0
word_30 word_142 word_168 word_277 word_232 word_257 word_151 word_137,1
word_54 word_267 word_297 word_123 word_172 word_41 word_291 word_175 word_43 word_197,0
word_288 word_120 word_120 word_185 word_135 word_297 word_191 word_165 word_145 word_25 word_277 word_74 word_176,0
word_32 word_135 word_50 word_236 word_289 word_14 word_202 word_119 word_83 word_171 word_222 word_60 word_235 word_93 word_194,0
word_224 word_213 word_13 word_97 word_149 word_238 word_192 word_67 word_199 word_289 word_221 word_44 word_20,1
word_159 word_5 word_83 word_112 word_197 word_205,1
word_111 word_168 word_253 word_265 word_239 word_297 word_186 word_44 word_55 word_140 word_74,0
word_190 word_295 word_166 word_86 word_35 word_286,1
word_139 word_265 word_249 word_20 word_141 word_183 word_216 word_126 word_19 word_206 word_119,0
word_146 word_136 word_120 word_48 word_10,1
word_202 word_154 word_175 word_17 word_70 word_265,0
word_81 word_225 word_67 word_100 word_87 word_256,1
word_233 word_19 word_101 word_58 word_236 word_127 word_31 word_95 word_130 word_117 word_297 word_282 word_102,0
word_204 word_1 word_114 word_46 word_0,1
word_259 word_232 word_257 word_17 word_35 word_211 word_229 word_178 word_130,1
word_100 word_257 word_289 word_201 word_61,1
word_89 word_156 word_173 word_163 word_43 word_92 word_180 word_90 word_295 word_32 word_11 word_269 word_276,0
word_298 word_74 word_38 word_64 word_200 word_151 word_46 word_32 word_98 word_15 word_35 word_276 word_261,0
word_129 word_172 word_242 word_276 word_289 word_169 word_242 word_79 word_187 word_116 word_58,0
word_146 word_17 word_77 word_122 word_227,0
word_297 word_55 word_37 word_273 word_45 word_30 word_39 word_147 word_231 word_254 word_248,0
word_47 word_25 word_127 word_90 word_173 word_8 word_19,1
word_215 word_193 word_98 word_291 word_59 word_42 word_207 word_244 word_40 word_289 word_155 word_33 word_81 word_106 word_23,0
word_203 word_143 word_259 word_17 word_262 word_176 word_247 word_233 word_199 word_166,1
word_19 word_197 word_140 word_89 word_50 word_43 word_21 word_36 word_210 word_149 word_195 word_106,0
word_237 word_151 word_51 word_210 word_60 word_182,1
word_179 word_175 word_114 word_223 word_221,0
word_289 word_113 word_266 word_95 word_252,1
word_179 word_262 word_82 word_67 word_76 word_277 word_17 word_121 word_173 word_248 word_273 word_39 word_182 word_276 word_43,1
word_85 word_185 word_50 word_7 word_78 word_196 word_112 word_297 word_183 word_73 word_115 word_196 word_262 word_8,0
word_183 word_292 word_281 word_44 word_31 word_112 word_56 word_155 word_121 word_267 word_173 word_198,1
word_28 word_236 word_131 word_1 word_27 word_173 word_174 word_86 word_57 word_91 word_17 word_198 word_80 word_276 word_174,0
word_25 word_111 word_130 word_212 word_108,0
word_52 word_134 word_61 word_15 word_18 word_148 word_252 word_147 word_22 word_297 word_157,1
word_9 word_116 word_45 word_281 word_72 word_43 word_298 word_90 word_28 word_133,0
word_33 word_77 word_292 word_238 word_11 word_153,1
word_57 word_296 word_262 word_176 word_66 word_49 word_21 word_211 word_15 word_243 word_139 word_51 word_195,0
word_289 word_122 word_267 word_125 word_194 word_273 word_261 word_102 word_269,0
word_97 word_36 word_22 word_238 word_283 word_186 word_266 word_72,0
word_194 word_33 word_236 word_249 word_152 word_30 word_151 word_109 word_214,0
word_285 word_71 word_2 word_210 word_151,0
word_198 word_34 word_229 word_23 word_110 word_287 word_260 word_72 word_284 word_275 word_204 word_204 word_136,0
word_137 word_222 word_279 word_7 word_122 word_165 word_42 word_183 word_257 word_247 word_156 word_123 word_266 word_200 word_264,1
word_223 word_211 word_44 word_156 word_95 word_100 word_75 word_166 word_113 word_164 word_278 word_231,1
word_63 word_171 word_267 word_274 word_202 word_125 word_148 word_187 word_269 word_31 word_90 word_104,0
word_75 word_282 word_216 word_51 word_130 word_73 word_72 word_183 word_275,0
word_9 word_55 word_254 word_148 word_207 word_277 word_1 word_106 word_246 word_139 word_207 word_118 word_193 word_181 word_90,0
word_1 word_102 word_282 word_201 word_230 word_232 word_128,0
word_298 word_87 word_221 word_41 word_199,1
word_263 word_94 word_205 word_214 word_70 word_155,0
word_146 word_23 word_81 word_157 word_158 word_85 word_110 word_287 word_257 word_291 word_7 word_192 word_241 word_87,1
word_272 word_281 word_83 word_275 word_147 word_116 word_88 word_180 word_179 word_153 word_69 word_185 word_54,1
word_187 word_63 word_210 word_181 word_221 word_99 word_194 word_205,1
word_229 word_291 word_228 word_204 word_68 word_98 word_183 word_188 word_172 word_299 word_223 word_237 word_63,1
word_289 word_120 word_193 word_151 word_254 word_215 word_48,1
word_76 word_258 word_261 word_294 word_164 word_272,0
word_2 word_95 word_97 word_272 word_203 word_249 word_235,1
word_100 word_215 word_35 word_36 word_230 word_224 word_209 word_207 word_6 word_294 word_26,1
word_98 word_59 word_113 word_7 word_102,0
word_114 word_114 word_280 word_91 word_83 word_4 word_218 word_234 word_117 word_65 word_73 word_279 word_200,1
word_20 word_292 word_15 word_213 word_228 word_118 word_266 word_8 word_299 word_161 word_223,1
word_262 word_247 word_124 word_129 word_283 word_167 word_288 word_67 word_120 word_161 word_61 word_99 word_9 word_269,1
word_33 word_287 word_204 word_73 word_95 word_219 word_107 word_38 word_260,1
word_283 word_123 word_209 word_265 word_33 word_40 word_133,1
